feature,stage,count,median,q25,q75,fine_spearman,fine_spearman_p
joint_abs_step_d0,pre_close,1385,0.0023187752294326364,0.0013015732094095332,0.003940479901747711,-0.07651962199143654,2.4466153176769115e-15
joint_abs_step_d0,closing,1592,0.0018600885485333838,0.001097004486697019,0.0032812955433557376,-0.07651962199143654,2.4466153176769115e-15
joint_abs_step_d0,hold,4316,0.003013758341718304,0.0015409229393128407,0.0054660699330593395,-0.07651962199143654,2.4466153176769115e-15
joint_abs_step_d0,release,1078,0.0023064353427008763,0.0012842996575859397,0.004435168496139345,-0.07651962199143654,2.4466153176769115e-15
joint_abs_step_d1,free_open,2303,0.006384800196660029,0.0036851172089620156,0.010033417898782671,-0.16834868237928408,1.0804373517463394e-68
joint_abs_step_d1,pre_close,1385,0.005188313881792036,0.0030753638560840207,0.008296484747243522,-0.16834868237928408,1.0804373517463394e-68
joint_abs_step_d1,closing,1592,0.004005392613122578,0.0022648919847344674,0.0062591975728759795,-0.16834868237928408,1.0804373517463394e-68
joint_abs_step_d1,hold,4316,0.004656279808340005,0.002596495368324116,0.008005297006062492,-0.16834868237928408,1.0804373517463394e-68
joint_abs_step_d1,release,1078,0.004733927902134249,0.002682389611183088,0.007362143361639776,-0.16834868237928408,1.0804373517463394e-68
joint_abs_step_d2,free_open,2303,0.003462263580988966,0.0019110849006865039,0.006003568375993414,-0.09756934678575255,5.340614670834811e-24
joint_abs_step_d2,pre_close,1385,0.0027116265055522094,0.0015837155110587891,0.004553299654853959,-0.09756934678575255,5.340614670834811e-24
joint_abs_step_d2,closing,1592,0.002143555420294557,0.0012297063461945061,0.00378354398400275,-0.09756934678575255,5.340614670834811e-24
joint_abs_step_d2,hold,4316,0.003151596398988622,0.0016260259307952214,0.005688898204919739,-0.09756934678575255,5.340614670834811e-24
joint_abs_step_d2,release,1078,0.0027114488436056298,0.0014735917056488497,0.0052193120410771515,-0.09756934678575255,5.340614670834811e-24
joint_abs_step_d3,free_open,2303,0.004764136196192412,0.002625283467643874,0.008030149431173455,-0.11571095496996095,3.839121361874823e-33
joint_abs_step_d3,pre_close,1385,0.003901642544366757,0.002262195554414629,0.006478667668150691,-0.11571095496996095,3.839121361874823e-33
joint_abs_step_d3,closing,1592,0.0029554551117080136,0.001649269816468884,0.004957916110731753,-0.11571095496996095,3.839121361874823e-33
joint_abs_step_d3,hold,4316,0.004052495925143248,0.0020899297828072525,0.007419762140381207,-0.11571095496996095,3.839121361874823e-33
joint_abs_step_d3,release,1078,0.0035770544129655746,0.0019894412821519457,0.0063776926317909615,-0.11571095496996095,3.839121361874823e-33
