calls,feature,target,spearman,p_value
1,k1_dit_flow_joint7_max_abs,k4_prefix_joint_delta_mean,-0.08121987521421135,0.4626725565079923
2,k2_dit_flow_joint7_max_abs,gt_motion_h8,0.07944443471598267,0.4725435076218819
8,k8_dit_flow_delta_all32_rms,k4_pred_motion_h8,0.07814113597246128,0.479861302259149
8,k8_dit_flow_delta_action8_rms,k2_pred_motion_h8,0.07563025210084033,0.4941288133792672
4,k4_dit_flow_joint7_max_abs,k4_prefix_joint_delta_mean,-0.07353880668015216,0.5061808230656513
16,k16_dit_flow_delta_action8_rms,k2_prefix_joint_delta_mean,0.0734028551179508,0.5069694669015327
8,k8_dit_flow_delta_action8_rms,gt_motion_h8,0.06951503492963451,0.5297876864106015
4,k4_dit_flow_action8_max_abs,k8_prefix_joint_delta_mean,0.06677069790733046,0.5461973837938485
8,k8_dit_flow_gripper_mean_abs,k2_prefix_joint_delta_mean,0.06595153362205404,0.5511430246486483
4,k4_dit_flow_delta_action8_rms,fine,0.06365166735663677,0.565142713423049
4,k4_dit_flow_gripper_rms,k2_prefix_joint_delta_mean,0.06364280652019845,0.5651969737213596
4,k4_dit_flow_gripper_mean_abs,k8_prefix_joint_delta_mean,0.06096042280785065,0.5817347444811147
4,k4_dit_flow_joint7_max_abs,fine,0.060421599923694946,0.585083345126522
16,k16_dit_flow_delta_joint7_rms,fine,0.059184883682486825,0.5928021691113203
4,k4_dit_flow_delta_all32_rms,k2_pred_motion_h8,-0.05791232155512808,0.6007922012771746
1,k1_dit_flow_gripper_mean_abs,k4_prefix_joint_delta_mean,0.05758862806911934,0.6028321678373307
16,k16_dit_flow_delta_action8_rms,k4_pred_motion_h8,0.05681887212716413,0.6076955345378343
16,k16_dit_flow_delta_gripper_rms,k8_prefix_joint_delta_mean,0.056575883365394354,0.6092343124100144
2,k2_dit_flow_gripper_mean_abs,k4_prefix_joint_delta_mean,0.05619115115925888,0.6116741825953891
4,k4_dit_flow_gripper_max_abs,k8_prefix_joint_delta_mean,0.053874524595253506,0.6264543993904546
16,k16_dit_flow_delta_gripper_rms,k4_prefix_joint_delta_mean,-0.05183760251088387,0.6395731386042169
2,k2_dit_flow_all32_max_abs,k8_prefix_joint_delta_mean,0.05026917384214061,0.6497507794982682
8,k8_dit_flow_delta_all32_rms,k2_pred_motion_h8,-0.049812696162802476,0.6527250955205651
8,k8_dit_flow_gripper_rms,k2_prefix_joint_delta_mean,0.049427963956667,0.6552361502593875
16,k16_dit_flow_delta_action8_rms,k2_pred_motion_h8,-0.049427963956667,0.6552361502593875
4,k4_dit_flow_gripper_rms,k8_prefix_joint_delta_mean,0.048759744861800146,0.6596065503191827
4,k4_dit_flow_delta_all32_rms,gt_motion_h8,-0.047342310418143164,0.6689147876040611
16,k16_dit_flow_joint7_max_abs,fine,0.0458153896991903,0.678998165893008
2,k2_dit_flow_delta_all32_rms,gt_motion_h8,0.04529715500658095,0.6824334187288993
8,k8_dit_flow_joint7_max_abs,k4_prefix_joint_delta_mean,0.04356110050771104,0.6939880939274342
1,k1_dit_flow_joint7_max_abs,gt_motion_h8,0.04085839396155045,0.7121154501875637
4,k4_dit_flow_delta_joint7_rms,fine,-0.04020105306734955,0.7165490214487635
4,k4_dit_flow_joint7_max_abs,k2_prefix_joint_delta_mean,0.03818458661113156,0.7302075481972081
4,k4_dit_flow_joint7_max_abs,gt_motion_h8,0.037717931195586384,0.733380623700508
16,k16_dit_flow_joint7_max_abs,k4_prefix_joint_delta_mean,0.03716181120717493,0.7371678668473298
2,k2_dit_flow_delta_gripper_rms,k8_prefix_joint_delta_mean,-0.0371367824238129,0.7373384640305916
2,k2_dit_flow_delta_gripper_rms,k2_prefix_joint_delta_mean,-0.03543586109142453,0.7489613766643519
1,k1_dit_flow_gripper_mean_abs,k8_prefix_joint_delta_mean,-0.03332000263281852,0.7634979094060925
4,k4_dit_flow_delta_all32_rms,k4_pred_motion_h8,0.032196010934494285,0.7712538225756328
4,k4_dit_flow_delta_gripper_rms,k8_prefix_joint_delta_mean,0.031872025918801256,0.7734936370153656
1,k1_dit_flow_joint7_max_abs,k8_prefix_joint_delta_mean,0.03171114368770619,0.7746065581174076
8,k8_dit_flow_delta_all32_rms,gt_motion_h8,-0.03043434241166346,0.7834549276908755
2,k2_dit_flow_gripper_mean_abs,k8_prefix_joint_delta_mean,-0.02928014579325706,0.7914773937238171
16,k16_dit_flow_joint7_max_abs,gt_motion_h8,0.023302117169166397,0.8333586819412515
1,k1_dit_flow_action8_max_abs,k8_prefix_joint_delta_mean,-0.021962112427853016,0.8428150956952192
2,k2_dit_flow_action8_max_abs,k8_prefix_joint_delta_mean,-0.01653002315303973,0.8813640376517454
8,k8_dit_flow_joint7_max_abs,gt_motion_h8,-0.010477361694573905,0.9246402278321668
16,k16_dit_flow_gripper_mean_abs,fine,-0.006700175511224923,0.9517664489701737
8,k8_dit_flow_joint7_max_abs,k2_prefix_joint_delta_mean,-0.0064242237082783905,0.9537507519759945
2,k2_dit_flow_gripper_rms,k8_prefix_joint_delta_mean,-0.005386250885896528,0.9612169857268364
1,k1_dit_flow_gripper_rms,k8_prefix_joint_delta_mean,-0.005366001822415713,0.9613626744020188
4,k4_dit_flow_joint7_max_abs,k8_prefix_joint_delta_mean,0.004027439129813823,0.9709959917540306
2,k2_dit_flow_joint7_max_abs,k8_prefix_joint_delta_mean,0.00376182326478999,0.9729081039065348
4,k4_dit_flow_delta_all32_rms,k2_prefix_joint_delta_mean,-0.003320846410853498,0.9760829348441111
1,k1_dit_flow_gripper_max_abs,k8_prefix_joint_delta_mean,-0.003040933032471601,0.9780983787948249
16,k16_dit_flow_joint7_max_abs,k2_prefix_joint_delta_mean,-0.0011853685690402034,0.9914617626560327
1,k1_dit_flow_all32_max_abs,k8_prefix_joint_delta_mean,-0.0006388618117693439,0.9953982023568821
2,k2_dit_flow_gripper_max_abs,k8_prefix_joint_delta_mean,0.0006284021006898625,0.995473544100318
1,k1_dit_flow_delta_all32_rms,gt_motion_h8,,
1,k1_dit_flow_delta_all32_rms,fine,,
1,k1_dit_flow_delta_all32_rms,k2_pred_motion_h8,,
1,k1_dit_flow_delta_all32_rms,k4_pred_motion_h8,,
1,k1_dit_flow_delta_all32_rms,k8_pred_motion_h8,,
1,k1_dit_flow_delta_all32_rms,k2_prefix_joint_delta_mean,,
1,k1_dit_flow_delta_all32_rms,k4_prefix_joint_delta_mean,,
1,k1_dit_flow_delta_all32_rms,k8_prefix_joint_delta_mean,,
1,k1_dit_flow_delta_action8_rms,gt_motion_h8,,
1,k1_dit_flow_delta_action8_rms,fine,,
1,k1_dit_flow_delta_action8_rms,k2_pred_motion_h8,,
1,k1_dit_flow_delta_action8_rms,k4_pred_motion_h8,,
1,k1_dit_flow_delta_action8_rms,k8_pred_motion_h8,,
1,k1_dit_flow_delta_action8_rms,k2_prefix_joint_delta_mean,,
1,k1_dit_flow_delta_action8_rms,k4_prefix_joint_delta_mean,,
1,k1_dit_flow_delta_action8_rms,k8_prefix_joint_delta_mean,,
1,k1_dit_flow_delta_joint7_rms,gt_motion_h8,,
1,k1_dit_flow_delta_joint7_rms,fine,,
1,k1_dit_flow_delta_joint7_rms,k2_pred_motion_h8,,
1,k1_dit_flow_delta_joint7_rms,k4_pred_motion_h8,,
1,k1_dit_flow_delta_joint7_rms,k8_pred_motion_h8,,
1,k1_dit_flow_delta_joint7_rms,k2_prefix_joint_delta_mean,,
1,k1_dit_flow_delta_joint7_rms,k4_prefix_joint_delta_mean,,
1,k1_dit_flow_delta_joint7_rms,k8_prefix_joint_delta_mean,,
1,k1_dit_flow_delta_gripper_rms,gt_motion_h8,,
1,k1_dit_flow_delta_gripper_rms,fine,,
1,k1_dit_flow_delta_gripper_rms,k2_pred_motion_h8,,
1,k1_dit_flow_delta_gripper_rms,k4_pred_motion_h8,,
1,k1_dit_flow_delta_gripper_rms,k8_pred_motion_h8,,
1,k1_dit_flow_delta_gripper_rms,k2_prefix_joint_delta_mean,,
1,k1_dit_flow_delta_gripper_rms,k4_prefix_joint_delta_mean,,
1,k1_dit_flow_delta_gripper_rms,k8_prefix_joint_delta_mean,,
